Deals Played,PIMC Hands,PIMC Wins,Basic Hands,Basic Wins,PIMC Win Rate,Basic Win Rate
380,389,166,388,161,0.4267352185089974,0.41494845360824745
390,399,168,399,167,0.42105263157894735,0.41854636591478694
400,409,174,409,170,0.4254278728606357,0.4156479217603912
410,420,177,419,177,0.42142857142857143,0.4224343675417661
420,430,180,430,181,0.4186046511627907,0.42093023255813955
430,440,184,440,184,0.41818181818181815,0.41818181818181815
440,451,190,450,190,0.4212860310421286,0.4222222222222222
450,461,197,460,195,0.42733188720173537,0.42391304347826086
460,471,202,471,197,0.4288747346072187,0.4182590233545648
470,481,205,481,203,0.4261954261954262,0.42203742203742206
480,491,206,491,205,0.4195519348268839,0.4175152749490835
490,501,210,501,207,0.41916167664670656,0.41317365269461076
500,512,213,511,214,0.416015625,0.4187866927592955
510,522,218,522,219,0.41762452107279696,0.41954022988505746
520,533,222,532,225,0.4165103189493433,0.42293233082706766
530,543,226,542,228,0.4162062615101289,0.42066420664206644
540,553,230,552,232,0.4159132007233273,0.42028985507246375
550,564,234,562,234,0.4148936170212766,0.41637010676156583
560,574,241,573,238,0.41986062717770034,0.41535776614310643
570,584,244,584,241,0.4178082191780822,0.4126712328767123
580,594,249,594,246,0.41919191919191917,0.41414141414141414
590,604,252,605,250,0.41721854304635764,0.4132231404958678
600,614,255,615,253,0.4153094462540717,0.4113821138211382
610,625,261,628,260,0.4176,0.4140127388535032
620,635,267,638,264,0.4204724409448819,0.41379310344827586
630,645,271,649,271,0.4201550387596899,0.41756548536209553
640,656,275,659,274,0.4192073170731707,0.4157814871016692
650,666,279,669,277,0.4189189189189189,0.414050822122571
660,676,285,680,279,0.42159763313609466,0.4102941176470588
670,686,290,690,282,0.4227405247813411,0.40869565217391307
680,696,295,700,289,0.4238505747126437,0.41285714285714287
690,706,302,710,292,0.42776203966005666,0.4112676056338028
700,717,306,720,295,0.42677824267782427,0.4097222222222222
710,728,311,730,302,0.4271978021978022,0.4136986301369863
720,738,314,740,305,0.4254742547425474,0.41216216216216217
730,748,322,750,310,0.4304812834224599,0.41333333333333333
740,758,327,760,313,0.4313984168865435,0.4118421052631579
750,769,330,770,317,0.42912873862158646,0.4116883116883117
760,779,335,780,324,0.4300385109114249,0.4153846153846154
770,789,342,790,328,0.43346007604562736,0.4151898734177215
780,800,348,800,332,0.435,0.415
790,810,353,810,337,0.43580246913580245,0.4160493827160494
800,820,358,820,341,0.43658536585365854,0.41585365853658535
810,830,362,830,346,0.43614457831325304,0.41686746987951806
820,840,365,840,352,0.43452380952380953,0.41904761904761906
830,850,370,851,357,0.43529411764705883,0.4195064629847238
840,860,375,861,360,0.436046511627907,0.4181184668989547
850,870,380,872,362,0.4367816091954023,0.4151376146788991
860,880,385,882,365,0.4375,0.41383219954648526
870,890,390,892,369,0.43820224719101125,0.413677130044843
880,900,392,903,377,0.43555555555555553,0.4174972314507198
890,910,396,913,382,0.4351648351648352,0.4184008762322015
900,920,400,924,387,0.43478260869565216,0.41883116883116883
910,930,403,934,392,0.43333333333333335,0.4197002141327623
920,940,404,944,395,0.4297872340425532,0.4184322033898305
930,950,406,954,400,0.42736842105263156,0.4192872117400419
940,960,412,964,403,0.42916666666666664,0.41804979253112035
950,970,417,974,405,0.4298969072164949,0.41581108829568786
960,981,421,985,409,0.4291539245667686,0.4152284263959391
970,992,429,995,410,0.4324596774193548,0.4120603015075377
980,1002,434,1006,414,0.43313373253493015,0.4115308151093439
990,1012,438,1017,421,0.43280632411067194,0.4139626352015733
1000,1023,443,1027,422,0.43304007820136853,0.41090555014605645
1010,1033,448,1038,425,0.43368828654404645,0.4094412331406551
1020,1043,454,1048,430,0.43528283796740175,0.41030534351145037
1030,1053,458,1058,434,0.4349477682811016,0.4102079395085066
1040,1063,462,1068,438,0.43461900282220134,0.4101123595505618
1050,1074,466,1080,443,0.4338919925512104,0.4101851851851852
1060,1084,472,1090,446,0.4354243542435424,0.4091743119266055
1070,1094,474,1100,451,0.43327239488117003,0.41
1080,1104,478,1112,454,0.4329710144927536,0.40827338129496404
1090,1114,483,1122,456,0.43357271095152605,0.40641711229946526
1100,1125,489,1132,458,0.43466666666666665,0.4045936395759717
1110,1135,494,1142,459,0.4352422907488987,0.4019264448336252
1120,1145,501,1152,461,0.4375545851528384,0.4001736111111111
1130,1155,508,1162,462,0.43982683982683984,0.39759036144578314
1140,1165,512,1172,466,0.4394849785407725,0.39761092150170646
1150,1175,516,1184,470,0.4391489361702128,0.3969594594594595
1160,1186,521,1194,473,0.43929173693086004,0.3961474036850921
1170,1196,527,1204,479,0.4406354515050167,0.3978405315614618
1180,1206,530,1214,481,0.439469320066335,0.39621087314662273
1190,1217,533,1224,484,0.43796220213640097,0.3954248366013072
1200,1228,540,1234,487,0.43973941368078173,0.3946515397082658
1210,1238,544,1245,491,0.4394184168012924,0.39437751004016064
1220,1248,546,1256,497,0.4375,0.39570063694267515
1230,1258,553,1266,499,0.4395866454689984,0.3941548183254344
1240,1268,555,1277,504,0.43769716088328076,0.3946750195771339
1250,1278,559,1287,510,0.43740219092331767,0.3962703962703963
1260,1288,561,1297,513,0.4355590062111801,0.39552814186584423
1270,1298,566,1307,517,0.43605546995377503,0.3955623565416985
1280,1309,573,1318,521,0.4377387318563789,0.3952959028831563
1290,1319,576,1328,525,0.43669446550416985,0.3953313253012048
1300,1329,578,1338,527,0.43491346877351394,0.3938714499252616
1310,1339,583,1348,533,0.43539955190440627,0.3954005934718101
1320,1349,587,1358,535,0.4351371386212009,0.3939617083946981
1330,1359,589,1369,540,0.43340691685062543,0.3944485025566107
1340,1369,594,1379,543,0.4338933528122717,0.3937635968092821
1350,1379,600,1389,544,0.43509789702683105,0.39164866810655147
1360,1389,606,1399,547,0.43628509719222464,0.3909935668334525
1370,1400,612,1409,549,0.43714285714285717,0.38963804116394607
1380,1410,617,1420,554,0.4375886524822695,0.3901408450704225
1390,1420,619,1430,560,0.43591549295774645,0.3916083916083916
1400,1431,623,1440,565,0.43535988819007687,0.3923611111111111
1410,1441,625,1450,567,0.4337265787647467,0.3910344827586207
1420,1451,627,1460,571,0.4321157822191592,0.3910958904109589
1430,1462,635,1470,576,0.43433652530779754,0.39183673469387753
1440,1472,638,1480,580,0.43342391304347827,0.3918918918918919
1450,1482,639,1492,586,0.4311740890688259,0.39276139410187666
1460,1492,647,1505,589,0.4336461126005362,0.39136212624584715
1470,1503,654,1516,592,0.4351297405189621,0.39050131926121373
1480,1514,660,1526,594,0.43593130779392336,0.3892529488859764
1490,1525,663,1537,598,0.43475409836065576,0.3890696161353286
1500,1535,665,1547,604,0.43322475570032576,0.39043309631544926
1510,1545,668,1557,609,0.4323624595469256,0.3911368015414258
1520,1555,671,1569,615,0.4315112540192926,0.3919694072657744
1530,1565,676,1580,620,0.4319488817891374,0.3924050632911392
1540,1575,679,1591,622,0.4311111111111111,0.39094908862350725
1550,1585,683,1601,627,0.4309148264984227,0.391630231105559
1560,1595,685,1611,632,0.42946708463949845,0.3923029174425822
1570,1606,689,1621,634,0.4290161892901619,0.39111659469463295
1580,1616,694,1631,637,0.42945544554455445,0.3905579399141631
1590,1627,697,1642,642,0.4283958205285802,0.3909866017052375
1600,1637,702,1653,647,0.42883323152107516,0.3914095583787054
1610,1648,708,1664,651,0.42961165048543687,0.39122596153846156
1620,1658,710,1674,653,0.428226779252111,0.3900836320191159
1630,1669,715,1685,656,0.4284002396644697,0.3893175074183976
1640,1679,719,1696,659,0.42823108993448483,0.388561320754717
1650,1691,724,1706,663,0.42814902424600826,0.3886283704572098
1660,1701,732,1717,668,0.43033509700176364,0.3890506697728596
1670,1711,736,1727,672,0.43015780245470486,0.38911407064273307
1680,1721,743,1738,676,0.431725740848344,0.38895281933256615
1690,1732,747,1749,680,0.4312933025404157,0.38879359634076616
1700,1742,753,1759,681,0.4322617680826636,0.3871517907902217
1710,1752,758,1769,686,0.432648401826484,0.38778971170152626
1720,1762,762,1779,693,0.43246311010215666,0.38954468802698144
1730,1772,765,1789,698,0.4317155756207675,0.39016210173281163
1740,1782,770,1799,704,0.43209876543209874,0.3913285158421345
1750,1793,773,1809,710,0.43112102621305076,0.39248203427307904
1760,1803,776,1819,713,0.43039378813089296,0.3919736118746564
1770,1813,780,1829,717,0.4302261445118588,0.3920174958993986
1780,1824,785,1839,719,0.4303728070175439,0.39097335508428493
1790,1834,788,1849,725,0.4296619411123228,0.39210383991346676
1800,1845,795,1859,731,0.43089430894308944,0.3932221624529317
1810,1855,798,1869,736,0.43018867924528303,0.39379347244515783
1820,1865,802,1880,739,0.43002680965147455,0.3930851063829787
1830,1875,810,1891,744,0.432,0.39344262295081966
1840,1886,815,1901,748,0.43213149522799577,0.39347711730668067
1850,1896,819,1911,752,0.4319620253164557,0.3935112506541078
1860,1906,822,1921,755,0.43126967471143757,0.3930244664237376
1870,1916,826,1931,759,0.4311064718162839,0.39306059036768515
1880,1927,831,1941,761,0.43124026984950703,0.39206594538897477
1890,1937,835,1951,763,0.431078988125968,0.3910814966683752
1900,1947,836,1961,768,0.4293785310734463,0.3916369199388067
1910,1957,839,1971,771,0.428717424629535,0.3911719939117199
1920,1968,843,1981,774,0.42835365853658536,0.39071176173649674
1930,1978,847,1991,777,0.4282103134479272,0.3902561526870919
1940,1988,850,2002,782,0.4275653923541248,0.3906093906093906
1950,1998,855,2012,785,0.42792792792792794,0.39015904572564614
1960,2008,859,2022,789,0.42778884462151395,0.39020771513353114
1970,2018,862,2032,795,0.4271555996035679,0.391240157480315
1980,2028,864,2043,797,0.4260355029585799,0.3901125795398923
1990,2039,865,2053,800,0.4242275625306523,0.3896736483195324
2000,2050,867,2063,807,0.42292682926829267,0.3911778962675715
2010,2060,871,2073,811,0.4228155339805825,0.39122045344910755
2020,2070,875,2083,816,0.4227053140096618,0.3917426788286126
2030,2082,879,2093,822,0.42219020172910665,0.3927376970855232
2040,2092,884,2103,824,0.4225621414913958,0.39182120779838325
2050,2102,891,2113,827,0.42388201712654616,0.39138665404637957
2060,2112,894,2124,831,0.42329545454545453,0.3912429378531073
2070,2122,898,2134,836,0.4231856738925542,0.3917525773195876
2080,2132,900,2145,841,0.42213883677298314,0.39207459207459205
2090,2142,904,2155,846,0.42203548085901027,0.3925754060324826
2100,2152,905,2165,853,0.4205390334572491,0.39399538106235565
2110,2162,911,2175,858,0.4213691026827012,0.39448275862068966
2120,2173,916,2185,864,0.42153704555913485,0.3954233409610984
2130,2183,919,2196,869,0.4209803023362345,0.3957194899817851
2140,2194,925,2206,872,0.4216043755697356,0.3952855847688123
2150,2204,927,2217,874,0.4205989110707804,0.39422643211547137
2160,2214,928,2227,880,0.41915085817524844,0.3951504265828469
2170,2226,935,2238,884,0.4200359389038634,0.39499553172475427
2180,2236,939,2248,887,0.4199463327370304,0.3945729537366548
2190,2246,943,2258,892,0.41985752448797864,0.3950398582816652
2200,2258,950,2268,896,0.42072630646589904,0.3950617283950617
2210,2268,955,2278,901,0.4210758377425044,0.39552238805970147
2220,2278,962,2288,903,0.42230026338893767,0.3946678321678322
2230,2288,968,2298,906,0.4230769230769231,0.39425587467362927
2240,2298,972,2309,911,0.42297650130548303,0.39454309224772627
2250,2308,975,2320,916,0.4224436741767764,0.39482758620689656
2260,2319,983,2330,921,0.42388960758947825,0.39527896995708156
2270,2329,989,2340,925,0.42464577071704596,0.3952991452991453
2280,2339,992,2350,930,0.4241128687473279,0.39574468085106385
2290,2349,999,2360,931,0.42528735632183906,0.39449152542372884
2300,2359,1002,2370,935,0.42475625264942773,0.39451476793248946
2310,2370,1006,2380,939,0.42447257383966247,0.3945378151260504
2320,2381,1013,2390,941,0.4254514909701806,0.3937238493723849
2330,2392,1019,2401,942,0.4260033444816054,0.3923365264473136
2340,2402,1025,2411,945,0.4267277268942548,0.3919535462463708
2350,2412,1029,2421,950,0.42661691542288555,0.3923998347790169
2360,2422,1034,2431,956,0.4269199009083402,0.3932538050185109
2370,2432,1037,2442,957,0.4263980263157895,0.3918918918918919
2380,2442,1041,2452,960,0.4262899262899263,0.3915171288743883
2390,2452,1047,2462,964,0.42699836867862967,0.3915515840779854
2400,2463,1051,2472,969,0.42671538773853024,0.3919902912621359
2410,2473,1057,2483,973,0.42741609381318235,0.391864679822795
2420,2483,1061,2495,976,0.42730567861457913,0.39118236472945894
2430,2493,1068,2505,982,0.42839951865222625,0.39201596806387223
2440,2503,1072,2515,985,0.4282860567319217,0.39165009940357853
2450,2513,1076,2525,987,0.4281734978113808,0.3908910891089109
2460,2523,1081,2535,990,0.4284581847007531,0.3905325443786982
2470,2533,1083,2545,995,0.42755625740228975,0.39096267190569745
2480,2544,1086,2555,999,0.4268867924528302,0.3909980430528376
2490,2554,1092,2565,1002,0.42756460454189504,0.3906432748538012
2500,2565,1096,2575,1008,0.42729044834307994,0.3914563106796117
2510,2576,1100,2585,1012,0.42701863354037267,0.39148936170212767
2520,2587,1107,2595,1016,0.427908774642443,0.3915221579961464
2530,2597,1111,2605,1017,0.42780130920292647,0.39040307101727445
2540,2607,1115,2615,1020,0.42769466820099733,0.390057361376673
2550,2617,1119,2625,1024,0.4275888421857088,0.3900952380952381
2560,2628,1123,2635,1027,0.4273211567732116,0.38975332068311197
2570,2638,1129,2646,1032,0.4279757391963609,0.3900226757369615
2580,2648,1134,2656,1038,0.4282477341389728,0.39081325301204817
2590,2658,1138,2666,1043,0.42814145974416856,0.39122280570142537
2600,2668,1141,2676,1048,0.42766116941529236,0.39162929745889385
2610,2678,1146,2686,1052,0.4279312920089619,0.39166046165301566
2620,2689,1151,2697,1057,0.42804016362960207,0.39191694475342975
2630,2700,1158,2708,1060,0.4288888888888889,0.3914327917282127
2640,2710,1164,2718,1061,0.42952029520295204,0.3903605592347314
2650,2720,1171,2728,1067,0.43051470588235297,0.3911290322580645
2660,2730,1174,2738,1072,0.43003663003663006,0.3915266617969321
2670,2741,1179,2748,1076,0.4301349872309376,0.3915574963609898
2680,2751,1184,2758,1083,0.43038894947291895,0.392675852066715
2690,2761,1188,2768,1087,0.4302788844621514,0.3927023121387283
2700,2771,1194,2779,1092,0.43089137495488994,0.3929471032745592
2710,2781,1199,2789,1095,0.4311398777418195,0.3926138400860523
2720,2791,1206,2800,1098,0.432103188821211,0.3921428571428571
2730,2801,1212,2810,1101,0.43270260621206713,0.39181494661921706
2740,2811,1217,2820,1107,0.4329420135183209,0.3925531914893617
2750,2821,1221,2830,1112,0.4328252392768522,0.39293286219081275
2760,2831,1224,2841,1118,0.43235605793006004,0.39352340725096796
2770,2841,1228,2851,1120,0.43224216825061595,0.3928446159242371
2780,2851,1233,2861,1123,0.43247983163802173,0.39252009786787834
2790,2861,1238,2871,1125,0.4327158336246068,0.39184952978056425
2800,2871,1240,2882,1127,0.4319052594914664,0.39104788341429564
2810,2881,1243,2893,1134,0.43144741409232906,0.39198064293121326
2820,2891,1247,2903,1140,0.43133863714977516,0.3926972097829831
2830,2902,1249,2914,1144,0.43039283252929017,0.3925875085792725
2840,2913,1254,2924,1148,0.43048403707518024,0.39261285909712723
2850,2923,1258,2934,1152,0.43037974683544306,0.39263803680981596
2860,2933,1260,2944,1153,0.4295942720763723,0.39164402173913043
2870,2943,1264,2954,1156,0.4294937138973836,0.3913337846987136
2880,2953,1266,2964,1159,0.42871655943108705,0.391025641025641
2890,2963,1270,2974,1164,0.4286196422544718,0.3913920645595158
2900,2973,1272,2984,1168,0.42785065590312815,0.3914209115281501
2910,2984,1277,2994,1173,0.42794906166219837,0.39178356713426854
2920,2994,1278,3004,1176,0.42685370741482964,0.3914780292942743
2930,3004,1281,3014,1179,0.4264314247669774,0.3911745189117452
2940,3014,1286,3024,1182,0.42667551426675515,0.39087301587301587
2950,3024,1291,3034,1186,0.4269179894179894,0.3909030982201714
2960,3034,1295,3044,1189,0.4268292682926829,0.39060446780551905
2970,3044,1299,3054,1193,0.4267411300919842,0.39063523248199084
2980,3054,1306,3064,1197,0.42763588736083824,0.39066579634464754
2990,3065,1308,3076,1200,0.4267536704730832,0.39011703511053314
3000,3075,1312,3088,1206,0.4266666666666667,0.3905440414507772
3010,3085,1314,3098,1211,0.4259319286871961,0.3908973531310523
3020,3095,1320,3108,1214,0.42649434571890144,0.3906048906048906
3030,3106,1324,3118,1216,0.42627173213135866,0.38999358563181524
3040,3116,1327,3128,1219,0.42586649550706035,0.3897058823529412
3050,3126,1333,3138,1224,0.42642354446577097,0.390057361376673
3060,3136,1336,3148,1225,0.4260204081632653,0.38913595933926304
3070,3146,1342,3159,1231,0.42657342657342656,0.3896802785691675
3080,3156,1346,3169,1232,0.426489226869455,0.3887661722940991
3090,3166,1351,3179,1236,0.42672141503474414,0.3888015099087763
3100,3176,1355,3189,1239,0.42663727959697734,0.3885230479774224
3110,3186,1358,3199,1243,0.42623979912115506,0.3885589246639575
3120,3197,1364,3209,1247,0.4266499843603378,0.3885945777500779
3130,3208,1369,3219,1252,0.42674563591022446,0.38894066480273376
3140,3218,1373,3229,1255,0.4266625233064015,0.3886652214307835
3150,3228,1376,3240,1260,0.42627013630731103,0.3888888888888889
3160,3238,1378,3250,1262,0.4255713403335392,0.3883076923076923
3170,3248,1384,3261,1267,0.42610837438423643,0.3885311254216498
3180,3258,1389,3271,1273,0.4263351749539595,0.3891776215224702
3190,3269,1395,3281,1278,0.4267360048944631,0.38951539164888754
3200,3279,1400,3291,1283,0.42695943885330895,0.3898511090853844
3210,3289,1405,3301,1289,0.4271815141380359,0.3904877309906089
3220,3299,1408,3312,1291,0.42679599878751134,0.3897946859903382
3230,3309,1414,3322,1296,0.4273194318525234,0.3901264298615292
3240,3319,1419,3332,1299,0.4275384151852968,0.38985594237695076
3250,3329,1424,3342,1305,0.4277560829077801,0.3904847396768402
3260,3340,1432,3352,1311,0.4287425149700599,0.39110978520286394
3270,3351,1437,3362,1315,0.4288272157564906,0.3911362284354551
3280,3361,1443,3372,1320,0.4293365069919667,0.3914590747330961
3290,3371,1449,3383,1326,0.42984277662414716,0.39195979899497485
3300,3381,1454,3393,1329,0.430050280981958,0.3916887709991158
3310,3392,1461,3403,1333,0.43071933962264153,0.39171319424037615
3320,3404,1465,3414,1337,0.4303760282021152,0.39162272993555947
3330,3415,1470,3424,1341,0.43045387994143486,0.39164719626168226
3340,3426,1473,3434,1344,0.4299474605954466,0.3913803145020384
3350,3436,1475,3444,1348,0.42927823050058206,0.3914053426248548
3360,3446,1479,3454,1350,0.4291932675565873,0.390851187029531
3370,3456,1485,3464,1355,0.4296875,0.3911662817551963
3380,3466,1487,3474,1358,0.42902481246393537,0.39090385722510074
3390,3476,1492,3484,1359,0.42922899884925203,0.39006888633754305
3400,3487,1496,3494,1363,0.42902208201892744,0.3900973096737264
3410,3497,1500,3505,1365,0.42893909064912783,0.38944365192582026
3420,3507,1505,3516,1370,0.4291417165668663,0.38964732650739475
3430,3517,1508,3526,1376,0.4287745237418254,0.3902439024390244
3440,3527,1511,3536,1380,0.428409413098951,0.3902714932126697
3450,3537,1513,3546,1383,0.4277636415040995,0.3900169204737733
3460,3547,1516,3556,1386,0.4274034395263603,0.38976377952755903
3470,3557,1518,3567,1388,0.42676412707337646,0.3891225119147743
3480,3568,1523,3578,1389,0.42684977578475336,0.388205701509223
3490,3578,1528,3588,1391,0.427054220234768,0.38768115942028986
3500,3588,1532,3599,1394,0.4269788182831661,0.387329813837177
3510,3600,1536,3609,1396,0.4266666666666667,0.38681075090052647
3520,3610,1539,3619,1402,0.4263157894736842,0.38739983420834484
3530,3620,1541,3629,1407,0.4256906077348066,0.38771011297878205
3540,3630,1544,3640,1412,0.42534435261707987,0.3879120879120879
3550,3640,1548,3650,1414,0.42527472527472526,0.3873972602739726
3560,3650,1550,3660,1415,0.4246575342465753,0.3866120218579235
3570,3660,1554,3670,1419,0.4245901639344262,0.3866485013623978
3580,3670,1557,3680,1421,0.4242506811989101,0.38614130434782606
3590,3680,1562,3691,1425,0.42445652173913045,0.3860742346247629
3600,3690,1566,3701,1428,0.424390243902439,0.385841664415023
3610,3700,1569,3711,1434,0.42405405405405405,0.38641875505254647
3620,3710,1573,3721,1437,0.42398921832884096,0.3861865090029562
3630,3720,1577,3731,1438,0.4239247311827957,0.3854194585901903
3640,3730,1582,3742,1443,0.42412868632707773,0.38562266167824694
3650,3741,1590,3752,1447,0.42502004811547717,0.38566098081023453
3660,3751,1593,3762,1449,0.42468675019994667,0.38516746411483255
3670,3761,1597,3772,1452,0.4246211114065408,0.38494167550371156
3680,3771,1600,3782,1455,0.42429063908777515,0.38471708090957163
3690,3781,1606,3792,1457,0.42475535572599843,0.3842299578059072
3700,3791,1608,3802,1459,0.4241624901081509,0.38374539715938977
3710,3801,1612,3812,1465,0.4240989213364904,0.3843126967471144
3720,3812,1615,3822,1469,0.42366211962224554,0.3843537414965986
3730,3822,1618,3832,1473,0.42333856619570903,0.3843945720250522
3740,3833,1623,3842,1477,0.4234281241847117,0.3844351900052056
3750,3844,1627,3854,1479,0.4232570239334027,0.3837571354436949
3760,3854,1631,3864,1484,0.4231966787752984,0.38405797101449274
3770,3865,1638,3875,1492,0.4238033635187581,0.38503225806451613
3780,3875,1641,3886,1497,0.4234838709677419,0.3852290272774061
3790,3886,1647,3897,1500,0.42382913021101387,0.3849114703618168
3800,3896,1651,3907,1505,0.42376796714579057,0.3852060404402355
3810,3906,1655,3917,1510,0.42370711725550436,0.38549910645902474
3820,3916,1659,3927,1512,0.4236465781409602,0.3850267379679144
3830,3926,1666,3937,1516,0.42435048395313296,0.38506477012954027
3840,3936,1671,3947,1522,0.4245426829268293,0.38560932353686345
3850,3946,1674,3957,1526,0.42422706538266597,0.385645691180187
3860,3956,1678,3967,1529,0.4241658240647118,0.3854297958154777
3870,3966,1683,3979,1533,0.424357034795764,0.385272681578286
3880,3976,1687,3989,1536,0.4242957746478873,0.38505891200802206
3890,3986,1692,3999,1540,0.4244856999498244,0.38509627406851715
3900,3997,1698,4010,1542,0.4248186139604703,0.38453865336658355
3910,4007,1702,4020,1547,0.4247566758173197,0.38482587064676615
3920,4017,1707,4030,1553,0.42494398805078415,0.38535980148883375
3930,4027,1712,4042,1556,0.4251303700024832,0.38495794161306285
3940,4037,1716,4052,1560,0.4250681198910082,0.384995064165844
3950,4047,1722,4062,1563,0.4255003706449222,0.3847858197932053
3960,4057,1728,4072,1565,0.42593049051022924,0.3843320235756385
3970,4067,1734,4082,1571,0.42635849520531105,0.38486036256736894
3980,4077,1737,4092,1574,0.4260485651214128,0.38465298142717497
3990,4087,1740,4102,1576,0.4257401517005138,0.3842028278888347
4000,4097,1744,4113,1578,0.42567732487185744,0.3836615609044493
4010,4107,1752,4123,1582,0.42658875091307524,0.3837011884550085
4020,4117,1757,4133,1586,0.42676706339567644,0.38374062424389066
4030,4127,1761,4143,1592,0.4267022049915193,0.3842626116340816
4040,4138,1765,4153,1594,0.4265345577573707,0.3838189260775343
4050,4150,1772,4163,1597,0.4269879518072289,0.38361758347345665
4060,4160,1776,4173,1600,0.4269230769230769,0.38341720584711236
4070,4170,1782,4183,1603,0.4273381294964029,0.3832177862777911
4080,4180,1786,4195,1609,0.42727272727272725,0.3835518474374255
4090,4190,1789,4205,1613,0.4269689737470167,0.3835909631391201
4100,4200,1793,4215,1618,0.4269047619047619,0.3838671411625148
4110,4211,1798,4225,1624,0.42697696509142724,0.38437869822485204
4120,4221,1801,4235,1628,0.42667614309405355,0.38441558441558443
4130,4231,1807,4245,1631,0.42708579532025526,0.3842167255594817
4140,4241,1811,4255,1635,0.42702192879037965,0.38425381903642775
4150,4252,1816,4266,1642,0.4270931326434619,0.38490389123300517
4160,4262,1819,4276,1647,0.42679493195682777,0.3851730589335828
4170,4272,1823,4286,1651,0.4267322097378277,0.3852076528231451
4180,4282,1827,4296,1653,0.4266697804764129,0.38477653631284914
4190,4292,1831,4306,1654,0.4266076421248835,0.3841151881096145
4200,4302,1836,4317,1658,0.42677824267782427,0.384063006717628
4210,4312,1840,4327,1661,0.4267161410018553,0.38386873122255605
4220,4322,1843,4337,1665,0.4264229523368811,0.3839059257551303
4230,4333,1850,4347,1667,0.4269559196861297,0.3834828617437313
4240,4343,1855,4358,1670,0.4271241077596132,0.38320330426801286
4250,4353,1860,4368,1677,0.4272915230875258,0.38392857142857145
4260,4363,1865,4378,1682,0.4274581709832684,0.3841936957514847
4270,4373,1868,4389,1688,0.42716670477932767,0.3845978582820688
4280,4383,1871,4399,1693,0.4268765685603468,0.38486019549897704
4290,4393,1873,4409,1695,0.4263601183701343,0.3844409163075527
4300,4404,1881,4419,1700,0.4271117166212534,0.38470242136229915
4310,4414,1884,4429,1705,0.4268237426370639,0.3849627455407541
4320,4425,1888,4439,1711,0.4266666666666667,0.3854471727866637
4330,4435,1895,4450,1715,0.42728297632469,0.3853932584269663
4340,4445,1897,4460,1721,0.4267716535433071,0.38587443946188343
4350,4455,1899,4470,1722,0.4262626262626263,0.38523489932885907
4360,4465,1902,4480,1726,0.425979843225084,0.38526785714285716
4370,4476,1907,4490,1732,0.4260500446827525,0.38574610244988866
4380,4486,1912,4500,1733,0.42621489077128843,0.3851111111111111
4390,4496,1915,4510,1739,0.4259341637010676,0.38558758314855873
4400,4506,1921,4521,1741,0.4263204616067466,0.38509179385091796
4410,4517,1928,4531,1745,0.4268319681204339,0.3851246965349812
4420,4527,1931,4541,1748,0.4265518003092556,0.38493723849372385
4430,4537,1939,4551,1753,0.42737491734626404,0.3851900681168974
4440,4547,1941,4562,1759,0.4268748625467341,0.38557650153441475
4450,4557,1945,4573,1765,0.42681588764538075,0.3859610758801662
4460,4567,1949,4583,1767,0.42675717100941535,0.385555313113681
4470,4577,1953,4594,1771,0.4266987109460345,0.3855028297779713
